group_id,question_id,stage,participant_id,seconds,n_words,words_length__mean,words_length__median,words_length__std,consensus_reached
71,11,s2_2,246,247.149526,24,4.541666666666667,4.5,2.5977420751277234,False
71,11,s2_2,246,253.338582,7,3.5714285714285716,4.0,1.178030178747903,False
71,11,s2_2,245,259.551778,4,5.5,6.5,2.0615528128088303,False
71,11,s2_2,243,268.929811,13,3.769230769230769,3.0,2.576636034529881,False
71,11,s2_2,245,284.146951,9,4.777777777777778,3.0,2.57240820062005,False
71,10,s2_3,245,0.0,1,4.0,4.0,0.0,False
71,10,s2_3,243,15.196894,1,2.0,2.0,0.0,False
71,10,s2_3,245,33.893509,15,3.533333333333333,3.0,1.746106780494506,False
71,10,s2_3,243,50.689185,6,3.5,3.5,1.5,False
71,10,s2_3,244,59.762459,4,4.0,3.5,2.1213203435596424,False
71,10,s2_3,246,68.124801,18,4.055555555555555,3.0,2.437490107608923,False
71,10,s2_3,246,80.125964,3,4.666666666666667,3.0,3.0912061651652345,False
71,10,s2_3,245,82.591479,6,4.0,3.5,2.0816659994661326,False
71,10,s2_3,246,84.532358,3,3.3333333333333335,4.0,0.9428090415820634,False
71,10,s2_3,244,89.061394,10,4.2,3.5,1.9390719429665317,False
71,10,s2_3,246,92.186064,3,4.333333333333333,5.0,2.494438257849294,False
71,10,s2_3,246,106.314959,1,2.0,2.0,0.0,False
71,10,s2_3,243,111.309335,12,4.75,4.5,2.7118566825454966,False
71,10,s2_3,243,121.132142,9,5.0,5.0,1.699673171197595,False
71,10,s2_3,245,136.774137,1,3.0,3.0,0.0,False
71,10,s2_3,244,146.810755,20,4.1,2.5,2.826658805020514,False
71,10,s2_3,246,154.656682,10,4.4,5.0,2.1999999999999997,False
71,10,s2_3,245,156.597288,6,3.0,2.5,1.632993161855452,False
71,10,s2_3,244,172.834824,9,3.5555555555555554,3.0,2.006163342807532,False
71,10,s2_3,244,181.577519,8,3.375,2.5,2.117634293262177,False
71,10,s2_3,245,186.870166,8,3.875,3.0,2.7128168017763383,False
71,10,s2_3,243,190.615562,7,4.0,3.0,2.8284271247461903,False
71,10,s2_3,245,199.206735,11,3.8181818181818183,4.0,2.0810042076835633,False
71,10,s2_3,245,210.337307,10,4.0,3.5,2.1447610589527217,False
71,10,s2_3,245,220.88845,7,3.5714285714285716,3.0,2.321153829895989,False
71,10,s2_3,244,225.72914,9,3.4444444444444446,3.0,1.5713484026367723,False
71,10,s2_3,246,228.0334,5,2.8,2.0,2.638181191654584,False
71,10,s2_3,245,231.048804,1,1.0,1.0,0.0,False
71,10,s2_3,243,233.024381,2,3.0,3.0,2.0,False
71,10,s2_3,244,235.072957,7,3.5714285714285716,2.0,2.1946130708196026,False
71,10,s2_3,243,254.117752,7,6.0,5.0,2.8284271247461903,True
71,10,s2_3,246,260.61089,2,2.0,2.0,0.0,True
71,10,s2_3,245,264.907744,1,3.0,3.0,0.0,True
71,10,s2_3,244,267.433823,1,3.0,3.0,0.0,True
71,10,s2_3,245,267.462579,3,2.3333333333333335,2.0,1.247219128924647,True
71,13,s2_4,244,0.0,4,3.5,3.0,1.6583123951777,False
71,13,s2_4,244,16.301765,10,4.1,3.0,2.3430749027719964,False
71,13,s2_4,245,25.067634,16,4.625,4.0,2.7357585785299112,False
71,13,s2_4,243,32.321858,9,4.888888888888889,4.0,3.2470309324894346,False
71,13,s2_4,244,34.749794,11,5.7272727272727275,4.0,4.4126040361860355,False
71,13,s2_4,246,43.435129,5,3.8,4.0,1.8330302779823362,False
71,13,s2_4,244,44.03005,8,4.25,5.0,1.5612494995995996,False
71,13,s2_4,243,54.709819,26,3.576923076923077,3.0,1.8433472255879628,False
71,13,s2_4,243,72.582239,19,3.8947368421052633,4.0,1.9706994975630583,False
71,13,s2_4,243,75.960234,5,3.0,2.0,2.0,False
71,13,s2_4,245,84.115446,4,3.25,3.5,1.7853571071357126,False
71,13,s2_4,246,87.451823,21,4.0476190476190474,3.0,2.23556087510581,False
71,13,s2_4,244,94.182487,18,4.0,3.0,2.560381915956203,False
71,13,s2_4,244,105.267783,9,3.6666666666666665,4.0,1.4142135623730951,False
71,13,s2_4,245,108.651889,16,3.6875,3.0,2.1423920626253263,False
71,13,s2_4,243,111.27548,8,4.5,4.0,2.692582403567252,False
71,13,s2_4,245,113.25646,5,4.0,5.0,1.6733200530681511,False
71,13,s2_4,245,121.880229,4,5.5,6.0,2.29128784747792,False
71,13,s2_4,246,125.986536,1,3.0,3.0,0.0,False
71,13,s2_4,243,140.766333,5,5.0,5.0,1.6733200530681511,False
71,13,s2_4,245,157.352652,7,2.857142857142857,2.0,1.7261494247992246,False
71,13,s2_4,243,172.397003,7,3.5714285714285716,2.0,2.5555062599997598,False
71,13,s2_4,245,186.775729,3,2.6666666666666665,2.0,0.9428090415820634,False
71,13,s2_4,243,203.783604,3,2.0,2.0,0.0,False
71,13,s2_4,245,210.025381,2,4.5,4.5,1.5,False
71,13,s2_4,246,211.628049,3,2.6666666666666665,2.0,0.9428090415820634,False
71,13,s2_4,244,216.34728,2,1.5,1.5,0.5,False
71,13,s2_4,245,223.829169,3,5.333333333333333,3.0,4.0276819911981905,False
71,13,s2_4,243,235.508642,4,4.0,3.5,2.5495097567963922,False
71,13,s2_4,245,243.185726,3,3.6666666666666665,3.0,1.699673171197595,False
71,13,s2_4,244,245.765635,2,4.5,4.5,2.5,False
71,13,s2_4,246,248.565511,1,5.0,5.0,0.0,False
71,13,s2_4,243,250.728084,2,5.0,5.0,3.0,False
71,13,s2_4,245,251.136111,2,3.5,3.5,2.5,False
71,13,s2_4,244,262.65222,1,5.0,5.0,0.0,True
72,10,s2_1,253,0.0,1,4.0,4.0,0.0,False
72,10,s2_1,249,1.101063,1,4.0,4.0,0.0,False
72,10,s2_1,247,4.942176,1,4.0,4.0,0.0,False
72,10,s2_1,253,36.868796,19,4.7894736842105265,4.0,2.83917978089709,False
72,10,s2_1,254,43.513992,18,5.666666666666667,5.0,3.711842908553348,False
72,10,s2_1,253,60.887434,1,5.0,5.0,0.0,False
72,10,s2_1,247,73.064803,10,5.3,4.5,2.794637722496424,False
72,10,s2_1,249,75.164527,9,5.666666666666667,5.0,3.3333333333333335,False
72,10,s2_1,247,78.531497,3,5.0,4.0,2.160246899469287,False
72,10,s2_1,249,100.558176,8,3.625,3.5,1.9324531042175384,False
72,10,s2_1,254,104.229209,11,5.2727272727272725,3.0,3.13603423830188,False
72,10,s2_1,254,142.093796,8,4.125,4.0,2.0879116360612584,False
72,10,s2_1,249,149.030489,10,4.5,4.5,2.0615528128088303,False
72,10,s2_1,247,153.438223,12,4.583333333333333,4.5,2.2530843057659626,False
72,10,s2_1,253,161.544505,33,4.303030303030303,4.0,2.3546839006136255,False
72,10,s2_1,249,163.994638,9,4.222222222222222,4.0,1.8121673811444545,False
72,10,s2_1,254,165.297355,7,3.4285714285714284,4.0,1.3997084244475304,False
72,10,s2_1,247,173.387524,2,5.0,5.0,0.0,False
72,10,s2_1,249,178.021023,2,4.0,4.0,2.0,False
72,10,s2_1,249,191.645444,3,6.0,6.0,2.449489742783178,False
72,10,s2_1,254,221.592946,7,4.714285714285714,3.0,2.7105237087157534,False
72,10,s2_1,254,229.504833,1,1.0,1.0,0.0,False
72,10,s2_1,249,232.571128,1,4.0,4.0,0.0,True
72,10,s2_1,247,238.385739,5,3.2,3.0,1.7204650534085253,True
72,10,s2_1,249,244.925695,5,3.6,4.0,1.8547236990991407,True
72,10,s2_1,253,254.962563,1,7.0,7.0,0.0,True
72,11,s2_2,254,0.0,19,4.7894736842105265,4.0,2.6072560161054392,False
72,11,s2_2,254,20.206458,4,4.0,3.5,1.8708286933869707,False
72,11,s2_2,254,22.8783,1,4.0,4.0,0.0,False
72,11,s2_2,249,25.895266,4,4.75,5.0,1.7853571071357126,False
72,11,s2_2,247,34.735489,16,4.8125,3.0,3.4680460997512705,False
72,11,s2_2,253,40.267105,15,4.133333333333334,3.0,2.0933757957476775,False
72,11,s2_2,247,45.165969,11,4.090909090909091,4.0,1.6762808104168887,False
72,11,s2_2,253,59.219276,1,5.0,5.0,0.0,False
72,11,s2_2,247,74.282225,17,4.823529411764706,5.0,2.874539228910733,False
72,11,s2_2,247,82.515713,4,5.0,5.0,2.23606797749979,False
72,11,s2_2,254,105.828625,25,4.56,3.0,3.0734996339677676,False
72,11,s2_2,247,131.614251,9,5.111111111111111,4.0,2.9228769862146455,False
72,11,s2_2,247,138.007183,4,3.25,2.0,2.165063509461097,False
72,11,s2_2,254,157.257787,12,4.833333333333333,4.0,2.544056253745625,False
72,11,s2_2,249,157.895706,14,4.071428571428571,3.5,2.2188892238584383,False
72,11,s2_2,247,180.873281,9,4.111111111111111,3.0,2.1314806770278754,False
72,11,s2_2,254,184.024404,11,4.181818181818182,4.0,1.6958871005616027,False
72,11,s2_2,247,190.588522,2,5.0,5.0,1.0,False
72,11,s2_2,249,198.447506,2,4.0,4.0,1.0,False
72,11,s2_2,247,198.757172,6,4.333333333333333,4.5,2.0548046676563256,True
72,11,s2_2,249,213.728148,4,3.5,2.0,2.598076211353316,True
72,11,s2_2,247,219.461989,3,3.6666666666666665,4.0,0.4714045207910317,True
72,11,s2_2,253,223.318934,3,2.3333333333333335,2.0,0.4714045207910317,True
72,11,s2_2,254,224.794044,3,2.3333333333333335,2.0,1.247219128924647,True
72,11,s2_2,254,227.618805,1,8.0,8.0,0.0,True
72,11,s2_2,254,228.283979,1,1.0,1.0,0.0,True
72,11,s2_2,254,229.157988,1,6.0,6.0,0.0,True
72,11,s2_2,249,232.520433,1,6.0,6.0,0.0,True
72,13,s2_3,247,0.0,6,3.6666666666666665,3.0,1.8856180831641267,False
72,13,s2_3,254,1.710072,10,4.0,3.0,2.23606797749979,False
72,13,s2_3,249,4.043996,14,3.7857142857142856,3.0,2.7562544830821056,False
72,13,s2_3,249,14.998385,2,3.5,3.5,0.5,False
72,13,s2_3,253,20.103025,5,4.2,4.0,2.5612496949731396,False
72,13,s2_3,247,59.17267,27,4.148148148148148,4.0,2.1722782664615083,False
72,13,s2_3,254,66.740229,6,4.166666666666667,4.0,1.950783318453271,False
72,13,s2_3,247,74.512719,6,4.833333333333333,4.0,2.91070819942883,False
72,13,s2_3,247,83.2526,8,4.75,4.5,2.7271780286589284,False
72,13,s2_3,253,94.759082,1,8.0,8.0,0.0,False
72,13,s2_3,254,103.860118,5,4.2,3.0,2.925747767665559,False
72,13,s2_3,247,106.02314,12,4.0,3.0,2.309401076758503,False
72,13,s2_3,254,110.714587,7,4.428571428571429,3.0,3.331972511340172,False
72,13,s2_3,254,116.955807,5,3.2,2.0,1.9390719429665317,False
72,13,s2_3,253,127.037743,20,4.85,3.0,3.1823733281939126,False
72,13,s2_3,249,127.606724,7,5.428571428571429,5.0,2.5555062599997598,False
72,13,s2_3,249,129.657827,1,6.0,6.0,0.0,False
72,13,s2_3,254,130.867777,7,4.0,2.0,2.32992949004287,False
72,13,s2_3,249,154.95532,12,4.5,3.5,2.598076211353316,False
72,13,s2_3,247,158.512961,6,3.3333333333333335,3.0,0.9428090415820634,False
72,13,s2_3,254,174.563848,4,4.25,4.0,1.7853571071357126,False
72,13,s2_3,253,179.651777,1,8.0,8.0,0.0,False
72,13,s2_3,254,182.203053,5,3.8,3.0,1.469693845669907,False
72,13,s2_3,249,182.505784,1,5.0,5.0,0.0,False
72,13,s2_3,254,188.669066,7,3.5714285714285716,2.0,2.381904571504724,False
72,13,s2_3,254,191.482889,1,4.0,4.0,0.0,False
72,13,s2_3,247,196.992559,2,4.5,4.5,1.5,False
72,13,s2_3,254,207.954617,4,4.0,3.5,2.7386127875258306,False
72,13,s2_3,254,208.892543,1,6.0,6.0,0.0,False
72,13,s2_3,253,216.109641,14,5.785714285714286,4.0,4.328948592714789,False
72,13,s2_3,254,220.13204,6,4.666666666666667,3.5,3.4480268109295333,False
72,13,s2_3,247,220.254729,16,4.0625,3.5,2.0757152381769517,False
72,13,s2_3,247,226.177208,5,5.2,5.0,1.32664991614216,False
72,13,s2_3,254,232.908429,4,4.5,4.5,1.118033988749895,False
72,13,s2_3,254,236.249346,2,7.0,7.0,2.0,False
72,13,s2_3,253,236.710764,14,5.357142857142857,4.5,2.688790032102673,False
72,13,s2_3,247,237.037144,3,4.333333333333333,2.0,3.299831645537222,False
72,13,s2_3,247,251.081652,3,5.0,5.0,0.816496580927726,False
72,13,s2_3,254,252.427585,8,4.25,4.0,1.920286436967152,False
72,13,s2_3,247,256.903234,7,4.0,3.0,2.6726124191242437,False
72,13,s2_3,247,259.984818,4,2.5,2.0,1.6583123951777,False
72,13,s2_3,249,260.751702,4,4.0,3.5,1.8708286933869707,False
72,13,s2_3,254,264.607185,8,4.875,4.0,2.2603926650031405,False
72,14,s2_4,247,0.0,3,3.0,3.0,0.816496580927726,True
72,14,s2_4,247,1.5830769999999998,1,9.0,9.0,0.0,True
72,14,s2_4,249,2.191049,2,6.5,6.5,1.5,True
72,14,s2_4,253,6.720007,5,4.6,4.0,2.939387691339814,True
72,14,s2_4,247,12.119827,1,4.0,4.0,0.0,True
72,14,s2_4,249,15.799478,2,4.5,4.5,2.5,True
72,14,s2_4,247,24.447261,6,5.333333333333333,4.0,3.636237371545238,True
72,14,s2_4,254,30.097348,9,4.555555555555555,3.0,2.7125679146074893,True
72,14,s2_4,247,41.741626,1,6.0,6.0,0.0,True
72,14,s2_4,253,47.279817,8,5.875,5.0,3.9191038516477206,True
72,14,s2_4,247,49.961553,2,2.5,2.5,0.5,True
72,14,s2_4,254,64.262424,22,4.454545454545454,3.5,2.444423574499773,True
72,14,s2_4,254,71.339726,5,6.0,7.0,3.1622776601683795,True
72,14,s2_4,247,78.325401,5,3.6,3.0,1.624807680927192,True
72,14,s2_4,247,87.645853,8,5.75,6.5,2.277608394786075,True
72,14,s2_4,247,101.314445,10,4.7,5.0,2.2825424421026654,True
72,14,s2_4,249,108.374952,10,4.8,3.5,3.7094473981982814,True
72,14,s2_4,247,114.567665,1,5.0,5.0,0.0,True
72,14,s2_4,249,119.558428,7,4.571428571428571,5.0,1.498298354528788,True
72,14,s2_4,254,129.023312,4,4.25,3.5,3.112474899497183,True
72,14,s2_4,254,130.009296,1,6.0,6.0,0.0,True
72,14,s2_4,249,135.467503,1,7.0,7.0,0.0,True
72,14,s2_4,254,137.341906,1,7.0,7.0,0.0,True
72,14,s2_4,254,140.361322,2,5.5,5.5,0.5,True
72,14,s2_4,247,152.821787,11,4.090909090909091,3.0,2.4291616756158887,True
72,14,s2_4,254,153.745578,4,4.0,4.5,1.224744871391589,True
72,14,s2_4,254,162.949438,9,3.6666666666666665,3.0,1.9436506316151,True
72,14,s2_4,254,182.619227,11,4.363636363636363,2.0,3.7239452996843716,True
72,14,s2_4,247,202.798035,7,5.857142857142857,4.0,3.6421567954234177,True
72,14,s2_4,254,219.153992,2,11.0,11.0,4.0,True
72,14,s2_4,247,224.780435,1,7.0,7.0,0.0,True
72,14,s2_4,249,261.128675,3,6.333333333333333,7.0,2.494438257849294,True
72,14,s2_4,254,265.098362,7,4.142857142857143,3.0,2.6954231805876008,True
72,14,s2_4,254,269.313384,2,4.5,4.5,2.5,True
72,14,s2_4,247,271.925921,1,8.0,8.0,0.0,True
72,14,s2_4,249,272.400913,3,6.0,7.0,2.160246899469287,True
72,14,s2_4,247,274.219724,3,2.0,2.0,0.816496580927726,True
72,14,s2_4,247,276.606373,2,3.5,3.5,1.5,True
72,14,s2_4,254,277.051391,1,9.0,9.0,0.0,True
72,14,s2_4,254,281.850027,2,2.5,2.5,0.5,True
76,11,s2_1,209,0.0,5,3.6,2.0,2.0591260281974,False
76,11,s2_1,204,27.768537,2,4.5,4.5,2.5,False
76,11,s2_1,214,46.135673,23,4.130434782608695,4.0,2.1326519075531687,False
76,11,s2_1,214,53.868054,9,3.7777777777777777,4.0,2.096440251568134,False
76,11,s2_1,214,80.121637,21,3.8095238095238093,3.0,2.322130540997449,False
76,11,s2_1,209,84.881646,24,4.416666666666667,4.5,2.7826346428439996,False
76,11,s2_1,209,94.762008,3,6.333333333333333,6.0,1.247219128924647,False
76,11,s2_1,214,96.056099,10,4.1,3.5,1.7578395831246947,False
76,11,s2_1,214,126.806185,11,3.4545454545454546,3.0,1.8763424945954812,False
76,11,s2_1,214,134.880078,5,3.2,2.0,1.6,False
76,11,s2_1,204,163.333987,12,4.166666666666667,3.5,1.9075871903765995,False
76,11,s2_1,209,166.608171,29,4.241379310344827,4.0,2.314201618698278,False
76,11,s2_1,209,173.540923,8,4.5,5.0,1.5,False
76,11,s2_1,214,184.171089,23,4.043478260869565,3.0,2.4223283960320208,False
76,11,s2_1,214,197.308724,4,7.0,6.5,4.06201920231798,False
76,11,s2_1,214,202.184885,6,3.8333333333333335,2.5,2.7938424357067015,False
76,11,s2_1,204,208.140851,7,3.5714285714285716,4.0,1.498298354528788,False
76,11,s2_1,214,230.951719,18,4.166666666666667,4.0,2.140872096444188,False
76,11,s2_1,214,236.070799,8,3.0,3.0,0.8660254037844386,False
76,11,s2_1,204,247.592956,19,3.6315789473684212,3.0,1.925193806123356,False
76,11,s2_1,209,273.128299,15,4.533333333333333,4.0,2.8487814158961995,False
76,11,s2_1,214,277.050225,21,3.857142857142857,3.0,2.455037858028617,False
76,13,s2_2,204,0.0,1,7.0,7.0,0.0,False
76,13,s2_2,214,4.237791,6,5.5,6.0,2.362907813126304,False
76,13,s2_2,214,10.33419,6,4.333333333333333,3.5,2.494438257849294,False
76,13,s2_2,209,14.39492,3,4.0,3.0,2.160246899469287,False
76,13,s2_2,204,15.737119,2,6.0,6.0,2.0,False
76,13,s2_2,209,23.727053,3,2.3333333333333335,2.0,1.247219128924647,False
76,13,s2_2,214,24.574386,3,4.333333333333333,4.0,1.247219128924647,False
76,13,s2_2,204,30.704847,5,3.8,3.0,1.8330302779823362,False
76,13,s2_2,209,43.64338,14,3.7857142857142856,3.0,2.4546914682056546,False
76,13,s2_2,204,48.163584,12,4.666666666666667,4.5,3.2231799343022858,False
76,13,s2_2,214,56.472097,13,4.615384615384615,4.0,2.2373907034229212,False
76,13,s2_2,209,58.206562,12,3.5,3.5,1.7559422921421233,False
76,13,s2_2,214,72.474555,9,4.111111111111111,3.0,2.5141574442188355,False
76,13,s2_2,214,79.339384,5,2.8,2.0,2.1354156504062622,False
76,13,s2_2,214,83.612815,2,4.5,4.5,1.5,False
76,13,s2_2,209,91.109834,4,4.25,4.5,2.7726341266023544,False
76,13,s2_2,204,93.555853,4,3.5,4.0,0.8660254037844386,False
76,13,s2_2,214,97.314672,2,5.0,5.0,1.0,False
76,13,s2_2,204,107.284143,1,5.0,5.0,0.0,False
76,9,s2_3,209,0.0,4,2.25,2.0,1.0897247358851685,False
76,9,s2_3,214,27.451831,14,4.071428571428571,2.5,2.576384113838776,False
76,9,s2_3,214,45.802124,12,3.8333333333333335,3.0,1.7240134054647667,False
76,9,s2_3,204,52.130471,7,4.142857142857143,3.0,2.356060357495806,False
76,9,s2_3,209,58.636963,12,4.583333333333333,4.5,2.5967394084804805,False
76,9,s2_3,209,69.648576,4,6.5,6.0,2.29128784747792,False
76,9,s2_3,204,88.020683,10,4.6,4.5,2.2891046284519194,False
76,9,s2_3,214,93.354815,22,3.590909090909091,3.0,1.6694879702006327,False
76,9,s2_3,214,110.125507,13,4.0,3.0,2.1838568563966754,False
76,9,s2_3,209,132.206952,21,4.095238095238095,4.0,1.9977311393717172,False
76,9,s2_3,209,139.186365,6,5.833333333333333,5.0,2.1147629234082532,False
76,9,s2_3,209,141.972682,5,3.2,2.0,2.4,False
76,9,s2_3,214,159.363467,5,5.0,5.0,2.280350850198276,False
76,9,s2_3,214,164.332022,3,3.0,3.0,0.816496580927726,False
76,9,s2_3,209,172.681503,2,4.5,4.5,2.5,False
76,9,s2_3,204,177.006364,1,5.0,5.0,0.0,False
76,9,s2_3,209,180.992651,1,2.0,2.0,0.0,False
76,9,s2_3,214,182.536869,2,2.0,2.0,0.0,False
76,9,s2_3,214,186.626886,2,3.0,3.0,2.0,False
76,9,s2_3,204,196.486538,1,5.0,5.0,0.0,False
76,10,s2_4,209,0.0,6,3.8333333333333335,3.5,1.7716909687891083,False
76,10,s2_4,204,6.749477,7,3.4285714285714284,2.0,1.8405855323893037,False
76,10,s2_4,214,22.959982,9,4.777777777777778,4.0,2.3465235646603197,False
76,10,s2_4,214,30.306797,10,3.8,3.0,1.8867962264113207,False
76,10,s2_4,214,35.287058,5,3.2,2.0,1.9390719429665317,False
76,10,s2_4,204,37.003948,14,4.142857142857143,3.0,2.641891715558133,False
76,10,s2_4,204,41.786151,1,5.0,5.0,0.0,False
76,10,s2_4,214,43.908762,1,5.0,5.0,0.0,False
76,10,s2_4,209,52.552474,17,4.529411764705882,4.0,2.172492389719928,False
76,10,s2_4,204,66.285864,1,6.0,6.0,0.0,False
76,10,s2_4,204,73.617968,5,5.0,5.0,2.449489742783178,False
76,10,s2_4,214,82.694872,2,6.0,6.0,2.0,False
76,10,s2_4,204,89.667683,4,3.75,2.5,2.48746859276655,False
76,10,s2_4,214,94.510928,3,2.6666666666666665,2.0,0.9428090415820634,False
76,10,s2_4,209,96.568462,2,3.0,3.0,1.0,False
76,10,s2_4,204,100.715867,1,5.0,5.0,0.0,False
77,12,s2_1,220,0.0,2,6.0,6.0,0.0,False
77,12,s2_1,222,4.261781,1,5.0,5.0,0.0,False
77,12,s2_1,222,5.135644,1,2.0,2.0,0.0,False
77,12,s2_1,217,6.011601,1,4.0,4.0,0.0,False
77,12,s2_1,217,9.246557,1,4.0,4.0,0.0,False
77,12,s2_1,220,10.351552,1,4.0,4.0,0.0,False
77,12,s2_1,217,28.595919,2,5.0,5.0,2.0,False
77,12,s2_1,222,30.613068,11,4.545454545454546,4.0,2.6752616308294837,False
77,12,s2_1,220,35.894832,11,4.181818181818182,4.0,1.849726359034164,False
77,12,s2_1,220,42.841823,2,3.5,3.5,0.5,True
77,12,s2_1,217,47.782797,2,4.0,4.0,1.0,True
77,12,s2_1,220,62.282735,6,1.8333333333333333,1.5,1.0671873729054748,True
77,12,s2_1,222,64.625511,33,4.393939393939394,4.0,2.533884237620227,True
77,12,s2_1,222,73.261246,1,2.0,2.0,0.0,True
77,12,s2_1,220,77.240581,1,10.0,10.0,0.0,True
77,12,s2_1,217,81.966874,15,4.333333333333333,4.0,2.4404006956964164,True
77,12,s2_1,217,88.772074,5,5.4,6.0,2.5768197453450252,True
77,12,s2_1,220,100.135006,1,6.0,6.0,0.0,True
77,12,s2_1,222,101.783002,1,3.0,3.0,0.0,True
77,12,s2_1,220,113.732989,5,4.8,3.0,2.4,True
77,12,s2_1,220,122.357822,4,1.5,1.5,0.5,True
77,12,s2_1,217,131.415343,4,3.75,3.5,1.479019945774904,True
77,12,s2_1,222,137.400225,1,4.0,4.0,0.0,True
77,12,s2_1,222,139.92764,2,2.0,2.0,0.0,True
77,12,s2_1,220,143.94516,1,4.0,4.0,0.0,True
77,13,s2_2,217,0.0,1,3.0,3.0,0.0,False
